overhang_cm,slip_time_s,slip_angle_deg,slip_omega_rad_s,liftoff_phase,liftoff_time_s,liftoff_angle_deg,freefall_angular_velocity_rad_s,liftoff_y_m,liftoff_y_dot_m_s,freefall_time_s,total_landing_time_s,landing_total_angle_deg,landing_total_angle_mod_deg,landing_side,r_liftoff_m,rdot_liftoff_m_s,theta_liftoff_deg,theta_dot_liftoff_rad_s,friction_sign
3.15,0.03883384544080264,6.987926511984447,6.301236591801207,slip,0.09199617203342753,37.130569518947254,12.057644173740684,-0.01680273560534946,-0.5693462090322571,0.3224317458719444,0.4144279179053719,259.88322536307896,259.88322536307896,Down,0.036996483925256334,0.28037483558076404,38.67090981048296,13.410152588777724,1.0
3.2,0.03851767694213289,6.869049093799187,6.244254721464195,slip,0.0918855460979026,36.991077928635924,12.0204516507496,-0.017050535665127025,-0.574328701244258,0.3219850265659582,0.4138705726638608,258.74897488010464,258.74897488010464,Down,0.03753341361075566,0.2821970755544774,38.50036324016822,13.342483288905687,1.0
3.25,0.03821134325341496,6.753236136805774,6.187594644227625,slip,0.09178891624718213,36.85531683473162,11.982759989211877,-0.017298753477569,-0.5792806704569786,0.3215466394142479,0.41333555566143,257.6168838018741,257.6168838018741,Down,0.03807128959902758,0.2840227898547818,38.334848288503885,13.275452392774039,1.0
3.3000000000000003,0.03791443751388923,6.640398148938829,6.131287660663589,slip,0.09170566342119467,36.72317749343941,11.944621448831985,-0.017547392533006054,-0.584202034347782,0.3211164812501116,0.4128221446713063,256.48771791644026,256.48771791644026,Down,0.03861007766572287,0.2858514371754684,38.174178839084085,13.209053791549026,1.0
3.35,0.03762657315368043,6.530447681334536,6.075362031654123,slip,0.09163519993947532,36.5945536099695,11.906085032162828,-0.017796455694642617,-0.5890927588472976,0.3206944336147111,0.41232963355418645,255.36216961108227,255.36216961108227,Down,0.03914974532828997,0.28768251020162083,38.018176951924346,13.143281855856078,1.0
3.4000000000000004,0.03734738272314635,6.423299385978489,6.019843194385296,slip,0.0915769676340992,36.46934139946646,11.867196671553435,-0.01804594522698408,-0.5939528533608371,0.32028036482624483,0.41185733246034406,254.24086359717504,254.24086359717504,Down,0.03969026172972013,0.28951553338469355,37.86667242619084,13.078131341727737,1.0
3.45,0.037076516799731576,6.31887005624495,5.964753964709316,slip,0.09153043611337763,36.347439630037094,11.827999406098375,-0.01829586282535345,-0.5987823663963412,0.31987413188074937,0.411404567994127,253.12436224154382,253.12436224154382,Down,0.04023159753175397,0.2913500608826997,37.719502394336374,13.013597310362044,1.0
3.5000000000000004,0.03681364296630974,6.217078652565372,5.910114726607784,slip,0.09149510114551411,36.22874965010126,11.788533549021736,-0.01854620964602795,-0.6035813815655344,0.31947558219215727,0.4109706833376714,252.0131705243887,252.0131705243887,Down,0.04077372481666669,0.293185674651525,37.576510944434574,12.949675059924802,1.0
3.55,0.03655844485558063,6.117846315219935,5.855943609467811,slip,0.09147048315256175,36.11317540206795,11.748836845889745,-0.01879698633665271,-0.6083500139276278,0.31908455517982887,0.4105550383323906,250.90774064340573,250.90774064340573,Down,0.041316616996906495,0.295021982675838,37.43754876795243,12.886360067805745,1.0
3.6000000000000005,0.03631062125558183,6.021096366027312,5.802256653856194,slip,0.09145612580555061,36.00062342404481,11.7089446241689,-0.019048193066474248,-0.6130884066477338,0.3187008837119772,0.4101570095175278,249.8084762858014,249.8084762858014,Down,0.041860248731727244,0.29685861732554475,37.302472830427135,12.823647942052592,1.0
3.65,0.036069885271810376,5.926754300506625,5.749067966451648,slip,0.09145159471317486,35.8910028412694,11.668889934434715,-0.019299829556303185,-0.6177967279437873,0.31832439541378443,0.4097759901269593,248.71573658617734,248.71573658617734,Down,0.04240459585036226,0.29869523383052793,37.171146063067575,12.761534380672607,1.0
3.7000000000000006,0.03583596354185586,5.8347477719092495,5.6963898647666475,slip,0.09145647619629911,35.7842253485676,11.628703683770183,-0.019551895107783514,-0.622475168298646,0.3179549138487556,0.4094113900450547,247.62983979185708,247.62983979185708,Down,0.04294963528093681,0.30053150886050073,37.043437073257145,12.700015137878614,1.0
3.75,0.035608595498783376,5.745006568355083,5.644233012263898,slip,0.09147037614220889,35.68020518524008,11.588414761612327,-0.01980438863202815,-0.6271239379150889,0.3175922595820677,0.4090626357242766,246.5510666521632,246.5510666521632,Down,0.04349534498483996,0.30236713920521574,36.919219872512,12.63908599621971,1.0
3.8,0.03538753267983298,5.6574625841658115,5.592606544443346,slip,0.0914929189320613,35.578859103378385,11.548050158563568,-0.02005730867725917,-0.6317432643940618,0.31723625113416337,0.40872917006622467,245.47966355193006,245.47966355193006,Down,0.04404170389584205,0.30420184054341626,36.79837362027546,12.578742743919577,1.0
3.85,0.03517253807727573,5.572049786356556,5.541518186449135,slip,0.0915237464365947,35.480106330749436,11.507635078408674,-0.020310653455583527,-0.6363333906173437,0.31688670583289646,0.40841045226949113,244.4158454044596,244.4158454044596,Down,0.04458869186377497,0.3060353462970163,36.68078238245877,12.518981156585065,1.0
3.9,0.034963385528525175,5.4887041771341085,5.490974362717412,slip,0.09156251707458349,35.38386852902132,11.467193043808455,-0.02056442086861507,-0.6408945728180011,0.31654344057192363,0.40810595764650714,243.35979832231575,243.35979832231575,Down,0.04513628960216325,0.307867406560711,36.566334903430864,12.45979698277981,1.0
3.95,0.03475985914283747,5.407363753144067,5.4409802991597775,slip,0.09160890492996474,35.29006974824259,11.42674599590219,-0.020818608532104585,-0.645427078822793,0.31620627248296207,0.40781517741292683,242.31168207984996,242.31168207984996,Down,0.045684478639681406,0.3096977871041739,36.45492439061256,12.401185932810895,1.0
4.0,0.034561752762125954,5.327968462119415,5.391540118350322,slip,0.09166259892297242,35.198636378167386,11.386314388241871,-0.02107321379934915,-0.6499311864524272,0.315875019528901,0.4075376184518734,241.2716323838398,241.2716323838398,Down,0.04623324127491554,0.3115262684386507,36.34644831062383,12.343143670351257,1.0
4.05,0.03436886945363523,5.250460157500902,5.342656928159635,slip,0.09172330203190786,35.10949709715404,11.345917275277904,-0.021328233783560278,-0.6544071820663525,0.3155495010245979,0.40727280305650576,240.23976296471653,240.23976296471653,Down,0.04678256053434917,0.31335264494563947,36.240808196319854,12.285665806390876,1.0
4.1,0.0341810210323527,5.174782551524204,5.294332904253253,slip,0.09179073056156922,35.02258281908149,11.30557239577768,-0.021583665379002685,-0.6588553592401469,0.3152295380915651,0.40702026865313434,239.216167502857,239.216167502857,Down,0.04733242013312046,0.3151767240607023,36.137909463847485,12.228747895240344,1.0
4.15,0.033998027611227985,5.100881167208063,5.246569366849555,slip,0.09186461345554421,34.93782663886453,11.265296251378166,-0.021839505281099115,-0.663276017564324,0.3149149540525657,0.4067795675081099,238.20092140093075,238.20092140093075,Down,0.047882804438514386,0.3169983255106467,36.037661239196176,12.172385432189104,1.0
4.2,0.033819717177391254,5.028703289615098,5.199366852108078,slip,0.09194469164895074,34.85516377689079,11.2251041806196,-0.022095750005333134,-0.6676694615544123,0.3146055747715349,0.40655026642048564,237.19408341505556,237.19408341505556,Down,0.04843369843578101,0.31881728059800685,35.93997619351011,12.116573852623493,1.0
